DateTime,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t-1,NOx(GT)_t-1,NO2(GT)_t-1,C6H6(GT)_t-1,CO(GT)_t-2,NOx(GT)_t-2,NO2(GT)_t-2,C6H6(GT)_t-2,CO(GT)_t-3,NOx(GT)_t-3,NO2(GT)_t-3,C6H6(GT)_t-3,CO(GT)_roll_mean_3d,CO(GT)_roll_std_3d,CO(GT)_roll_mean_6d,CO(GT)_roll_std_6d,CO(GT)_roll_mean_12d,CO(GT)_roll_std_12d,NOx(GT)_roll_mean_3d,NOx(GT)_roll_std_3d,NOx(GT)_roll_mean_6d,NOx(GT)_roll_std_6d,NOx(GT)_roll_mean_12d,NOx(GT)_roll_std_12d,NO2(GT)_roll_mean_3d,NO2(GT)_roll_std_3d,NO2(GT)_roll_mean_6d,NO2(GT)_roll_std_6d,NO2(GT)_roll_mean_12d,NO2(GT)_roll_std_12d,C6H6(GT)_roll_mean_3d,C6H6(GT)_roll_std_3d,C6H6(GT)_roll_mean_6d,C6H6(GT)_roll_std_6d,C6H6(GT)_roll_mean_12d,C6H6(GT)_roll_std_12d,weekday,month,hour,weekday_sin,weekday_cos,month_sin,month_cos,hour_sin,hour_cos,CO(GT)_t+1d,CO(GT)_t+2d,CO(GT)_t+3d,CO(GT)_t+7d,NOx(GT)_t+1d,NOx(GT)_t+2d,NOx(GT)_t+3d,NOx(GT)_t+7d,NO2(GT)_t+1d,NO2(GT)_t+2d,NO2(GT)_t+3d,NO2(GT)_t+7d,C6H6(GT)_t+1d,C6H6(GT)_t+2d,C6H6(GT)_t+3d,C6H6(GT)_t+7d
2004-03-20,2.11304347826087,1288.625,8.754166666666666,911.9583333333334,131.95652173913044,968.4583333333334,97.30434782608695,1609.0833333333333,1019.0,15.862499999999999,52.18333333333334,0.9289958333333334,2.965217391304348,180.08695652173913,118.08695652173913,13.520833333333334,2.7,176.52173913043478,125.1304347826087,13.795833333333334,3.073913043478261,199.95652173913044,119.95652173913044,15.237499999999999,2.592753623188406,0.436092230522821,2.8543478260869564,0.461203734468934,,,162.8550724637681,26.818240461001025,180.8768115942029,28.109311559433554,,,113.50724637681158,14.467311000550223,116.23188405797102,9.641657673704906,,,12.023611111111114,2.8347586284340824,13.483333333333334,2.5434174298023176,,,5,3,,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,,1.9913043478260868,2.139130434782609,2.0043478260869567,1.8434782608695652,116.82608695652173,124.52173913043478,126.3913043478261,111.65217391304348,89.17391304347827,90.52173913043478,97.0,93.04347826086956,7.595833333333334,9.4125,8.9625,7.7625
2004-03-21,1.9913043478260868,1252.7083333333333,7.595833333333334,870.625,116.82608695652173,975.6666666666666,89.17391304347827,1601.7916666666667,954.25,17.2125,52.45416666666667,1.0063208333333333,2.11304347826087,131.95652173913044,97.30434782608695,8.754166666666666,2.965217391304348,180.08695652173913,118.08695652173913,13.520833333333334,2.7,176.52173913043478,125.1304347826087,13.795833333333334,2.356521739130435,0.5306485670397348,2.6021739130434782,0.448182635605423,2.607745937637242,0.4691221098744157,142.95652173913044,33.033837266307216,164.4927536231884,32.46298653303454,165.27075098814228,30.28468944302448,101.5217391304348,14.910761645685376,111.30434782608695,14.456636155153639,111.73347606499782,10.94469131311899,9.956944444444446,3.1402885276733774,12.067361111111111,3.104005495443065,11.467361111111112,2.970767633540459,6,3,,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,,2.139130434782609,2.0043478260869567,2.1,1.5625,124.52173913043478,126.3913043478261,129.0,86.95652173913044,90.52173913043478,97.0,96.52173913043478,79.1304347826087,9.4125,8.9625,8.625,5.566666666666666
2004-03-22,2.139130434782609,1129.3333333333333,9.4125,911.5416666666666,124.52173913043478,1062.25,90.52173913043478,1595.3333333333333,857.875,17.358333333333334,44.833333333333336,0.8579333333333333,1.9913043478260868,116.82608695652173,89.17391304347827,7.595833333333334,2.11304347826087,131.95652173913044,97.30434782608695,8.754166666666666,2.965217391304348,180.08695652173913,118.08695652173913,13.520833333333334,2.0811594202898553,0.07890236283372604,2.4971014492753625,0.474233371332293,2.6221179183135703,0.449946492334777,124.43478260869564,7.565592194614215,154.97826086956522,34.72981591401759,164.6475625823452,31.097596065904867,92.33333333333333,4.3574531099651415,106.69565217391305,16.138507296815774,110.20750988142294,12.54531071295419,8.5875,0.9197297308327946,11.386111111111111,3.174444031229314,11.547569444444447,2.893894030347426,0,3,,0.0,1.0,1.0,6.123233995736766e-17,,,2.0043478260869567,2.1,1.9041666666666668,1.4666666666666668,126.3913043478261,129.0,115.6086956521739,94.0,97.0,96.52173913043478,89.30434782608695,84.56521739130434,8.9625,8.625,8.095833333333333,5.570833333333333
2004-03-23,2.0043478260869567,1122.1666666666667,8.9625,896.625,126.3913043478261,1073.5416666666667,97.0,1557.0,892.7083333333334,12.133333333333333,60.46666666666667,0.8424999999999999,2.139130434782609,124.52173913043478,90.52173913043478,9.4125,1.9913043478260868,116.82608695652173,89.17391304347827,7.595833333333334,2.11304347826087,131.95652173913044,97.30434782608695,8.754166666666666,2.0449275362318837,0.08184236465795414,2.318840579710145,0.4108331400156247,2.602552700922266,0.4726460531496671,122.57971014492755,5.069709397110439,142.71739130434784,28.01070211351813,163.1475625823452,32.563072487799715,92.23188405797102,4.183940250247747,102.8695652173913,15.05043819897268,109.96837944664033,12.785332671547101,8.656944444444443,0.9460933318613868,10.340277777777777,2.640589510500065,11.629513888888889,2.795928146302138,1,3,,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,,2.1,1.9041666666666668,1.8791666666666667,2.2,129.0,115.6086956521739,121.08695652173913,135.65217391304347,96.52173913043478,89.30434782608695,92.43478260869566,102.26086956521739,8.625,8.095833333333333,8.424999999999999,9.508333333333333
2004-03-24,2.1,1149.0416666666667,8.625,888.875,129.0,1040.75,96.52173913043478,1541.625,909.9583333333334,11.674999999999999,59.0875,0.7967083333333332,2.0043478260869567,126.3913043478261,97.0,8.9625,2.139130434782609,124.52173913043478,90.52173913043478,9.4125,1.9913043478260868,116.82608695652173,89.17391304347827,7.595833333333334,2.0811594202898553,0.06933839834149219,2.2188405797101454,0.37054771361530847,2.543840579710145,0.48875816605117645,126.6376811594203,2.249273494697072,134.79710144927537,22.768592878702837,159.42028985507247,33.77910274935396,94.68115942028986,3.6100922738321657,98.10144927536231,10.40112930711196,108.32246376811594,13.16562645671328,9.0,0.3950870157319646,9.478472222222221,2.0692329776370633,11.3375,2.9192704827602305,2,3,,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,,1.9041666666666668,1.8791666666666667,1.8434782608695652,1.925,115.6086956521739,121.08695652173913,111.65217391304348,121.56521739130434,89.30434782608695,92.43478260869566,93.04347826086956,96.43478260869566,8.095833333333333,8.424999999999999,7.7625,7.870833333333334
2004-03-25,1.9041666666666668,1084.9583333333333,8.095833333333333,859.7083333333334,115.6086956521739,1124.2083333333333,89.30434782608695,1494.6666666666667,800.4583333333334,11.633333333333333,58.79583333333333,0.7820791666666667,2.1,129.0,96.52173913043478,8.625,2.0043478260869567,126.3913043478261,97.0,8.9625,2.139130434782609,124.52173913043478,90.52173913043478,9.4125,2.002838164251208,0.09792539466479801,2.041998792270532,0.09036731741421171,2.4778834541062804,0.518885329736879,123.66666666666667,7.0992602364070985,124.05072463768114,6.575110120285945,153.68478260869566,34.96788660063692,94.27536231884058,4.311661185693297,93.30434782608695,4.020270001936182,105.85869565217392,13.765161773075587,8.561111111111112,0.436851371029505,8.574305555555554,0.6441317189025078,11.102430555555555,3.066116169676416,3,3,,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,,,1.8791666666666667,1.8434782608695652,1.5625,2.5500000000000003,121.08695652173913,111.65217391304348,86.95652173913044,161.30434782608697,92.43478260869566,93.04347826086956,79.1304347826087,96.73913043478261,8.424999999999999,7.7625,5.566666666666666,11.971428571428572
2004-03-26,1.8791666666666667,1084.7083333333333,8.424999999999999,892.5,121.08695652173913,1032.2083333333333,92.43478260869566,1457.625,888.5,11.666666666666666,51.291666666666664,0.6764916666666667,1.9041666666666668,115.6086956521739,89.30434782608695,8.095833333333333,2.1,129.0,96.52173913043478,8.625,2.0043478260869567,126.3913043478261,97.0,8.9625,1.961111111111111,0.12092908083911962,2.0030193236714977,0.10313274957144611,2.4286835748792273,0.5469757266249764,121.89855072463767,6.732441748479511,122.23913043478261,5.343246536879424,151.55797101449278,36.19210279851043,92.7536231884058,3.6192442300114642,92.49275362318842,3.5104668409932374,104.3623188405797,14.196874310572085,8.381944444444443,0.2671978217087727,8.519444444444444,0.6397518326721778,11.00138888888889,3.1379184161689078,4,3,,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,,,1.8434782608695652,1.5625,1.4666666666666668,2.8000000000000003,111.65217391304348,86.95652173913044,94.0,153.65217391304347,93.04347826086956,79.1304347826087,84.56521739130434,118.52173913043478,7.7625,5.566666666666666,5.570833333333333,13.208333333333334
2004-03-27,1.8434782608695652,1095.125,7.7625,873.125,111.65217391304348,1046.0833333333333,93.04347826086956,1425.8333333333333,900.75,12.583333333333334,46.541666666666664,0.64155,1.8791666666666667,121.08695652173913,92.43478260869566,8.424999999999999,1.9041666666666668,115.6086956521739,89.30434782608695,8.095833333333333,2.1,129.0,96.52173913043478,8.625,1.8756038647342994,0.030500669136223083,1.9783816425120773,0.12235672293279613,2.290277777777778,0.4519196029514283,116.1159420289855,4.737800637789479,121.37681159420289,6.64939792414485,142.93478260869566,31.7192991269132,91.59420289855073,2.0062913021069235,93.1376811594203,3.1115877901689633,102.22101449275362,13.762481511259836,8.094444444444443,0.3312521837803414,8.547222222222222,0.5935806288643236,10.307291666666666,2.814089127371935,5,3,,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,,,1.5625,1.4666666666666668,2.2,1.56,86.95652173913044,94.0,135.65217391304347,111.33333333333333,79.1304347826087,84.56521739130434,102.26086956521739,86.33333333333333,5.566666666666666,5.570833333333333,9.508333333333333,10.887500000000001
2004-03-28,1.5625,1059.7083333333333,5.566666666666666,783.4583333333334,86.95652173913044,1121.75,79.1304347826087,1348.0833333333333,783.75,13.458333333333334,45.725,0.6638875,1.8434782608695652,111.65217391304348,93.04347826086956,7.7625,1.8791666666666667,121.08695652173913,92.43478260869566,8.424999999999999,1.9041666666666668,115.6086956521739,89.30434782608695,8.095833333333333,1.7617149758454105,0.17344558376592528,1.8822765700483093,0.18251361312339281,2.1896890096618358,0.4695327894109614,106.56521739130436,17.6246840993828,115.11594202898551,15.236451830995101,135.04710144927535,32.97183547313602,88.20289855072464,7.862876491276988,91.23913043478261,6.574841779346443,98.96739130434781,14.254543147491663,7.251388888888889,1.496142803022833,7.90625,1.2191491511614891,9.646180555555555,2.925520899364395,6,3,,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,,,1.4666666666666668,2.2,1.925,,94.0,135.65217391304347,121.56521739130434,,84.56521739130434,102.26086956521739,96.43478260869566,,5.570833333333333,9.508333333333333,7.870833333333334,7.2124999999999995
2004-03-29,1.4666666666666668,992.0,5.570833333333333,762.2083333333334,94.0,1194.0833333333333,84.56521739130434,1275.5833333333333,630.7083333333334,13.387500000000001,37.666666666666664,0.5602791666666667,1.5625,86.95652173913044,79.1304347826087,5.566666666666666,1.8434782608695652,111.65217391304348,93.04347826086956,7.7625,1.8791666666666667,121.08695652173913,92.43478260869566,8.424999999999999,1.6242149758454107,0.19583998076014728,1.7926630434782609,0.23503309990250243,2.055751811594203,0.42111438025461934,97.53623188405798,12.721930318434753,109.71739130434783,16.153206708159214,126.21739130434781,27.789186253982596,85.57971014492755,7.011782324584811,89.16666666666667,6.351780582808862,96.018115942029,13.1343142494646,6.3,1.2665638664424932,7.340972222222223,1.403773230407037,8.840625000000001,2.5531435645567204,0,3,,0.0,1.0,1.0,6.123233995736766e-17,,,2.2,1.925,2.5500000000000003,2.757142857142857,135.65217391304347,121.56521739130434,161.30434782608697,157.64285714285714,102.26086956521739,96.43478260869566,96.73913043478261,107.92857142857143,9.508333333333333,7.870833333333334,11.971428571428572,10.845833333333333
2004-03-30,2.2,1187.0416666666667,9.508333333333333,912.9166666666666,135.65217391304347,1019.875,102.26086956521739,1447.0,1003.9166666666666,15.508333333333333,34.4625,0.5942958333333334,1.4666666666666668,94.0,84.56521739130434,5.570833333333333,1.5625,86.95652173913044,79.1304347826087,5.566666666666666,1.8434782608695652,111.65217391304348,93.04347826086956,7.7625,1.7430555555555556,0.39861595041584624,1.8093297101449277,0.2630602649153154,2.0140851449275363,0.37363436333234357,105.53623188405795,26.3178669295739,110.82608695652175,17.877634906991272,122.81159420289855,23.186833774118085,88.65217391304348,12.094695676868774,90.12318840579711,7.919558553824803,94.1123188405797,9.748997301644206,6.881944444444444,2.2745204521034803,7.488194444444445,1.5982225732101645,8.483333333333334,2.0463675010845375,1,3,,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,,,1.925,2.5500000000000003,2.8000000000000003,2.2333333333333334,121.56521739130434,161.30434782608697,153.65217391304347,136.69565217391303,96.43478260869566,96.73913043478261,118.52173913043478,96.04347826086956,7.870833333333334,11.971428571428572,13.208333333333334,10.941666666666668
2004-03-31,1.925,1181.125,7.870833333333334,863.2916666666666,121.56521739130434,1015.4583333333334,96.43478260869566,1513.5416666666667,904.25,13.5875,55.025,0.8417916666666666,2.2,135.65217391304347,102.26086956521739,9.508333333333333,1.4666666666666668,94.0,84.56521739130434,5.570833333333333,1.5625,86.95652173913044,79.1304347826087,5.566666666666666,1.863888888888889,0.37046642273001273,1.8128019323671498,0.2646948222222969,1.927400362318841,0.22335084642947275,117.07246376811592,21.18642311150278,111.81884057971014,18.35533365188325,117.93478260869567,14.615087769624841,94.42028985507245,9.018185086580825,91.31159420289855,8.2980589283624,92.30797101449275,6.303065382259442,7.6499999999999995,1.9780172100700544,7.450694444444444,1.583687277690428,8.0125,1.2934225601836196,2,3,,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,,,2.5500000000000003,2.8000000000000003,1.56,1.6375,161.30434782608697,153.65217391304347,111.33333333333333,100.78260869565217,96.73913043478261,118.52173913043478,86.33333333333333,85.26086956521739,11.971428571428572,13.208333333333334,10.887500000000001,6.9750000000000005
2004-04-01,2.5500000000000003,1244.3809523809523,11.971428571428572,1010.4285714285714,161.30434782608697,880.6666666666666,96.73913043478261,1644.3809523809523,1155.857142857143,15.519047619047617,51.13333333333333,0.8548809523809524,1.925,121.56521739130434,96.43478260869566,7.870833333333334,2.2,135.65217391304347,102.26086956521739,9.508333333333333,1.4666666666666668,94.0,84.56521739130434,5.570833333333333,2.225,0.31324910215354373,1.9246074879227055,0.4035766504645459,1.9638134057971015,0.2838049317478196,139.5072463768116,20.148096925115507,118.5217391304348,27.487945459012657,120.3804347826087,18.978801906544952,98.4782608695652,3.27936782141446,92.02898550724638,8.595319721162774,92.26086956521739,6.264327108532975,9.783531746031747,2.064102941094783,8.041765873015873,2.446707996343017,8.28060515873016,1.7231800039643344,3,4,,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.49999999999999983,,,2.8000000000000003,1.56,,2.5782608695652174,153.65217391304347,111.33333333333333,,154.43478260869566,118.52173913043478,86.33333333333333,,105.91304347826087,13.208333333333334,10.887500000000001,7.2124999999999995,12.039130434782608
2004-04-02,2.8000000000000003,1288.9166666666667,13.208333333333334,1059.2916666666667,153.65217391304347,844.1666666666666,118.52173913043478,1708.7083333333333,1197.375,17.941666666666666,49.104166666666664,0.9348875,2.5500000000000003,161.30434782608697,96.73913043478261,11.971428571428572,1.925,121.56521739130434,96.43478260869566,7.870833333333334,2.2,135.65217391304347,102.26086956521739,9.508333333333333,2.4250000000000003,0.45069390943299953,2.084027777777778,0.5332188462188514,2.0312047101449275,0.37294294539743017,145.5072463768116,21.08446122992051,125.5217391304348,30.564332970072826,123.44927536231883,21.19928383468178,103.89855072463769,12.664966887575753,96.27536231884058,13.871150697621214,94.70652173913044,9.723397883618762,11.01686507936508,2.7938539972205687,8.949404761904763,3.2126151302415122,8.748313492063492,2.2125966250246467,4,4,,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.49999999999999983,,,1.56,,2.757142857142857,2.4541666666666666,111.33333333333333,,157.64285714285714,183.8695652173913,86.33333333333333,,107.92857142857143,112.91304347826087,10.887500000000001,7.2124999999999995,10.845833333333333,8.4
